Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
ASCAQU064V59UA1Q,03/01/2020,Activité sportive,Gliss Adour,,,Port,,64990,LAHONCE,64304,,+33 6 61 44 12 74,contact@gliss-adour.fr,https://www.gliss-adour.fr/fr/,-1.3766675,43.49370820000001,Oui,"
",Wake board # Ski nautique,,,,,,,,,
ASCAQU040FS000MB,03/01/2020,Activité sportive,Go And Surf Attitude ,,,Plage de Labenne," Chalet Bois, esplanade François Mitterrand",40530,LABENNE,40133,,+33 6 67 39 95 29,team@goandsurf.com,http://www.goandsurf.com,-1.4717468,43.599431200000005,Oui,"
",Surf # Surf # Surf # Bodyboard # Bodyboard # Bodyboard,,,,04/04/2020|01/10/2020|||||,,,,Accessible en poussette # Espace jeux # Parking # Restauration,
ASCAQU040V50GFXC,03/01/2020,Activité sportive,Go And Surf Attitude Stand Up,,Base nautique des Pins Bleus,51 Avenue de la Plage,Camping Municipal Les Pins Bleus,40530,LABENNE,40133,,+33 6 67 39 95 29,team@goandsurf.com,http://www.goandsurf.com,-1.4566845,43.602483899999996,Non,"
",Stand-up-paddle-board # Stand-up-paddle-board,,,,02/05/2020|01/10/2020|||||,"Tarif de base|35,00|| Balade 1h30 , matériel fourni # Tarif de base|||Location paddle/heure # Tarif de base|||Location canoé/ personne # Tarif réduit|30,00||Reduction Campings",,,Bar # Espace jeux # Restauration,Location de vélos
ASCAQU064FS000HD,03/01/2020,Activité sportive,Gold Coast - Ecole de surf,,,71 boulevard de la Mer ,(face ancien casino),64700,HENDAYE,64260,+33 5 59 20 31 44,+33 6 70 62 07 07,lozano_tiphany@yahoo.fr,http://www.ecolesurfhendaye.com,-1.7730313000000002,43.3732174,Oui,"
",Surf # Surf # Surf # Surf # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board,,,Ecole Française de Surf,,Tarif de base|||Cours de 2h dont 1h30 dans l'eau,,,,
LOIAQU064FS0005B,03/01/2020,Plage surveillée,Grande Plage Pergola - Digue aux chevaux,,,,,64500,SAINT-JEAN-DE-LUZ,64483,+33 5 59 26 47 18,,,,-1.6605982,43.3928864,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
LOIAQU064V5010D6,03/01/2020,Plage surveillée,Grande Plage Sud,,,,,64500,SAINT-JEAN-DE-LUZ,64483,+33 5 59 26 47 18,,,,-1.6651365000000002,43.3891675,Oui,"
",,,,,,,,,,Wifi
ASCAQU064FS000MA,21/01/2020,Activité sportive,Guillaume CHAVANNE Moniteur guide de pêche,,Bask Pêche,,Chemin de Larraldea,64310,SARE,64504,,+33 6 15 04 17 42,chavanne.guillaume@gmail.com,https://www.guide-bask-peche.com/,-1.5868143,43.311200899999996,Non,"
",Pêche # Pêche en mer,,,,01/03/2020|31/12/2020|||||,"Tarif de base|32,00|360,00|",,,,
ASCAQU064FS000R5,03/01/2020,Activité sportive,Gurekin Plongée,,,Résidence Port Nivelle,Bat G,64500,SAINT-JEAN-DE-LUZ,64483,,+33 6 22 12 01 21,centre@gurekin-plongee.com,http://www.gurekin-plongee.com,-1.6550785,43.3816502,Oui,"
",Plongée # Plongée,,,,,Tarif de base|||PLONGEE EXPLORATION # Tarif de base|||BAPTÊME ET RANDONNÉE PALMÉE EN MER # Tarif de base|||Randonnée palmée - snorkeling ,,,,
ASCAQU040FS0013H,03/01/2020,Activité sportive,H2O Kite,,Camping Mayotte,368 chemin des roseaux,,40600,BISCARROSSE,40046,,+33 6 26 91 21 29,contact@h2okite.com,http://www.h2okite.com,-1.1615037,44.4379472,Oui,"
",Voile # Kite-surf,,,,04/04/2020|23/09/2020|||||,,,,,
ASCAQU064FS0005L,21/01/2020,Activité sportive,Hastea Ecole de Surf BTZ Surf Shop,,,Boulevard Prince de Galles,Plage Côte des Basques,64200,BIARRITZ,64122,+33 5 59 24 23 89,+33 6 81 93 98 66,ecoledesurf.hastea@gmail.com,http://www.hastea.com,-1.5666981000000002,43.4781,Oui,"
",Surf # Surf # Surf # Surf,,,Handi Surf,01/01/2020|31/12/2020|||||,"Tarif de base|40,00|40,00|Cours collectif # Tarif de base|340,00|340,00|Stages",,,,
ASCAQU033FS0007V,13/01/2020,Activité sportive,He'enalu Surf Shop - Ecole de Surf,,,1 rue des Sapins Verts ,,33121,CARCANS,33097,+33 5 56 03 42 72,+33 6 14 31 53 41,nalujerome@gmail.com # he.enalu@free.fr ,http://www.he-enalu-surfshop.com,-1.1877997999999999,45.0828167,Oui,"
",Surf,,,Ecole Française de Surf # Famille Plus,13/04/2020|31/05/2020|10:00|13:00|15:00|19:00| # 01/07/2020|01/11/2020|09:30|||20:00|,"Tarif de base|35,00||2h (adulte) # Tarif de base|30,00||2h (enfant de 6-11 ans) # Tarif de base|75,00||Cours particulier 2h",,,,
ASCAQU064V590J19,23/01/2020,Activité sportive,HomieBoards,5 avenue de la Marne,,,,64200,BIARRITZ,64122,+33 6 38 43 35 38,,homiesurf@gmail.com,https://homieboards.fr/,-1.558626,43.483151899999996,Oui,"
",Surf # Surf,,,,01/01/2020|31/12/2020|||||,"Tarif de base|10,00|100,00|",,,,
ASCAQU040V504MDS,16/01/2020,Activité sportive,Hossegor Lake Paddle,,,Plage du Rey (Lac),,40150,SOORTS-HOSSEGOR,40304,,+33 7 84 55 44 79,hossegor.lake.paddle@gmail.com,http://www.hossegor-lake-paddle.com,-1.427176,43.675990399999996,Oui,"
",Stand-up-paddle-board,,,,15/04/2020|15/10/2020|||||,,,,,
ASCAQU04001OYX80,03/01/2020,Activité sportive,Hossegor Sauvetage Côtier,,,30 impasse de la Digue Nord,,40150,SOORTS-HOSSEGOR,40304,,+33 6 42 18 06 43 # +33 6 37 76 37 03,hossegor.sauvetage@gmail.com,http://www.hossegorsauvetage.net,-1.4423542999999999,43.6635303,Oui,"
",Sauvetage côtier # Stand-up-paddle-board,,,,,,,,,
ASCAQU040V50CZQ0,03/01/2020,Activité sportive,Hossegor Stand Up,Plage des Chênes Lièges,,,Lac d'Hossegor,40150,SOORTS-HOSSEGOR,40304,,+33 7 86 18 99 17,,,-1.4315617,43.663576500000005,Oui,"
",Stand-up-paddle-board # Stand-up-paddle-board,,,,,,,,,
ASCAQU04001OYX82,03/01/2020,Activité sportive,Hossegor Surf Club,,,22 Impasse de la Digue Nord,,40150,SOORTS-HOSSEGOR,40304,+33 5 58 43 80 52,,contact@hossegor-surfclub.com,http://www.hossegor-surfclub.com,-1.4422542999999999,43.6635439,,"
",Surf # Surf # Stand-up-paddle-board # Stand-up-paddle-board # Bodyboard # Bodyboard,,,Ecole Française de Surf # Qualité Tourisme,,,,,,
ASCAQU040V508KL0,03/01/2020,Activité sportive,Hurley Surf Club,Spot des Culs Nus,Plage des Naturistes,Boulevard du front de mer,,40150,SOORTS-HOSSEGOR,40304,,+33 6 30 99 84 07,,http://www.hossegorsurfcenter.com,-1.4411913,43.6827901,Oui,"
",Surf # Surf,,,,,,,,,
ASCAQU033V5046SE,03/01/2020,Activité sportive,It's On,,Centre Nautique Pierre Mallet,Quai Goslar,,33120,ARCACHON,33009,,+33 6 75 38 70 49,itson.surf@gmail.com,http://www.itsonsurf-arcachon.com,-1.1460110000000001,44.660908899999995,Oui,"
",Surf,,,Ecole Française de Surf,01/04/2020|31/10/2020|||||,"Tarif de base|43,00|47,00|La séance de 2 heures # Tarif de base|185,00|190,00|Les 5 séances # Tarif de base|340,00|345,00|Les  10 séances # Tarif de base|115,00|120,00|Cours particulier ",,,Bar # Restauration,
ASCAQU064V500PRV,22/01/2020,Activité sportive,Jean Houret - Guide de pêche,,Maison Iputxainia,Bourg,,64220,ASCARAT,64066,,+33 6 89 66 43 45,errekafishing@gmail.com # Jean.houret@gmail.com,http://www.erreka-fishing-guidepeche.fr,-1.2535787,43.1681887,Oui,"
",Pêche # Pêche # Pêche # Pêche # Pêche # Fly Fish # Fly Fish # Fly Fish # Fly Fish # Fly Fish,,,,,Tarif de base|||Tarif 1/2 journée par personne # Tarif de base|||Tarif journée par personne # Tarif de base|||Tarif 2 jours par personne,,,,
ASCAQU033FS000T3,23/01/2020,Activité sportive,Jet 33 Arcachon,,Pôle nautique,Quai Goslar,,33120,ARCACHON,33009,,+33 6 16 55 20 45,Contactjet33@gmail.com,http://www.jet-33.fr,-1.1457538,44.6577864,Oui,"
",Jet-ski # Bouées tractées,,,,01/04/2020|30/10/2020|||||,,,,,
ASCAQU033V50LJLM,03/01/2020,Activité sportive,Jet Fly Evasion - Bouée Tractée,,,Plage centrale,,33780,SOULAC-SUR-MER,33514,,+33 6 45 95 17 49,info@jetflyevasion.fr,https://www.jetflyevasion.fr/,-1.1282055,45.5160558,Non,"
",Bouées tractées,,,,01/05/2020|30/09/2020|08:00|||21:00|,"Tarif de base|20,00||15 min de bouée Sombrero # Tarif de base|20,00||15 min de bouée Banane # Tarif de base|35,00||30 min de randonnée Banane",,,,
ASCAQU033V50KNQO,03/01/2020,Activité sportive,Jet Fly Evasion - Jet Ski,,,Plage centrale,,33780,SOULAC-SUR-MER,33514,,+33 6 45 95 17 49,info@jetflyevasion.fr,https://www.jetflyevasion.fr/,-1.1282055,45.5160558,Oui,"
",Jet-ski,,,,01/05/2020|30/09/2020|08:00|||21:00|,"Tarif de base|40,00||Baptême (à partir de 7 ans) = 20 min # Tarif de base|60,00||Initiation Jet-ski = 30 min # Tarif de base|110,00||Randonnée L’Estuaire = 1h20 # Tarif de base|120,00||Randonnée La Cordouan = 1h20 # Tarif de base|180,00||Randonnée La p'tit déj = 2h20 # Tarif de base|180,00||Randonnée La Sunset Apéro = 2h20 # Tarif de base|110,00||Randonnée La Côte Sauvage = 1h20 # Tarif de base|250,00||Rando découverte = 3h # Tarif de base|120,00||Rando sportive = 1h20",,,,
ASCAQU040FS001FB,10/01/2020,Activité sportive,Jet Sensation Glisse,,,Port de plaisance,,40130,CAPBRETON,40065,,+33 6 18 34 30 73,jetsensationglisse40@gmail.com,,-1.4347887,43.6495379,Oui,"
",Jet-ski # Scooter de mer # Jet-ski,,,,,Tarif de base|||SUR DEMANDE,,,,
ASCAQU040V500KL6,09/01/2020,Activité sportive,Jet ski - Jet 2 Découverte,,,24 avenue du courant,,40200,MIMIZAN,40184,+33 6 46 81 26 61 # +33 6 06 73 74 94,,jet2decouverte@gmail.com,https://jetski-mimizan.com,-1.2933181999999999,44.2110932,Oui,"
",Jet-ski # Jet-ski,,,,15/06/2020|15/09/2020|08:00|21:00|||,"Tarif de base|50,00|130,00|",,,Accessible en poussette # Parking,
ASCAQU064FS000E1,07/01/2020,Activité sportive,Jet Sport 64,,Port de Plaisance Brise Lames,118 avenue de l'Adour,Ponton N,64600,ANGLET,64024,+33 5 59 52 42 51,+33 6 78 25 37 31 # +33 6 78 25 36 56,jetsport64@gmail.com,http://www.jetsport64.com,-1.5014063,43.521722,Oui,"
",Scooter de mer # Bouées tractées # Scooter de mer # Scooter de mer # Scooter de mer # Scooter de mer # Scooter de mer # Bouées tractées # Bouées tractées # Bouées tractées # Jet-ski # Flyboard,,,,01/04/2020|30/09/2020|||||,"Tarif de base|70,00|200,00|Locations de jetskis",,,,
ASCAQU040V50I72U,03/01/2020,Activité sportive,Jetboard Surfs et Planches électriques,,18 chemin de Maguide,Port Maguide,,40600,BISCARROSSE,40046,+33 9 54 24 58 79,,contact@jetboard.fr,http://www.jetboard.fr/,-1.2013532,44.4582497,Oui,"
",Stand-up-paddle-board,,,,,"Tarif de base|39,00|39,00|Session Surf électrique 30mn",,,,
ASCAQU064FS000PK,03/01/2020,Activité sportive,Jetocean64,,Le port de Socoa,Avenue du commandant Passicot,Socoa,64500,CIBOURE,64189,,+33 6 63 74 27 72,christophe.yridoy@numericable.fr,http://www.jetocean64socoa.com/,-1.6849506999999997,43.392895700000004,Non,"
",Jet-ski # Bouées tractées,,,,,,,,,
ASCAQU040FS000J6,03/01/2020,Activité sportive,J'm Voile,Plage des Bardets,,Avenue de Losa,Boîte Postale 9,40460,SANGUINET,40287,,06 23 920 920,info@jmvoile.com ,http://www.jmvoile.com ,-1.0930948,44.484077899999996,Oui,"
",Planche à voile # Canoé kayak # Bouées tractées # Ski nautique # Planche à voile # Ski nautique,,,,15/05/2020|15/09/2020|||||,,,,Parking,
ASCAQU064FS000DT,07/01/2020,Activité sportive,John and Tim Surf School,John Larcher & Tim Creignou,,1 avenue des Dauphins,,64600,ANGLET,64024,,+33 6 48 79 70 42,jltcsurfschool@gmail.com,https://www.ecolesurf.com,-1.5384291,43.4981218,Oui,"
",Surf # Surf # Surf # Surf # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board,,,,01/01/2020|31/12/2020|||||,"Tarif de base|35,00||Séance découverte 1h30 # Tarif de base|150,00||Stage semaine 5 x 1h30 # Tarif de base|100,00||Cours particulier",,,,
ASCAQU033FS0019J,03/01/2020,Activité sportive,Kalani original surf school,,En face du VTF La Forestière,53 route du Lion,,33680,LACANAU,33214,,+33 6 83 84 57 61,ecole@kalani.surf,https://www.kalanisurf.com/,-1.1986255,44.99169439999999,Oui,"
",Surf,,,,15/06/2020|15/09/2020|10:00|||18:00|,"Tarif de base|33,00||1 cours de 2h # Tarif de base|90,00||Mini stage de 3 jours",,,,
ASCAQU024V500EPA,31/12/2018,Activité sportive,Kayak en eaux vives dans les Gorges de l'Auvézère,,,,,24270,SAINT-MESMIN,24464,+33 5 53 52 29 79,+33 6 15 45 55 19,,,1.19933478,45.3558325,Oui,"
",Kayak de mer,,,,,,,,,
ASCAQU033V50QMVK,03/01/2020,Activité sportive,KayakTrip,,Cabane n°90,Avenue du Commandant David Allegre,Port Ostréicole,33510,ANDERNOS-LES-BAINS,33005,+33 5 56 82 02 95,+33 6 50 45 63 21,kayaktripbassinarcachon@gmail.com,https://www.kayaktrip-bassinarcachon.com,-1.110716,44.744096,Oui,"
",Kayak de mer,,,,04/06/2020|24/09/2020|||||,"Tarif de base|28,00|45,00|",,,,
ASCAQU040V502QOT,03/01/2020,Activité sportive,Ki Surf School,,,25 rue du Lac,,40130,CAPBRETON,40065,,+33 6 99 01 36 50,contact@kisurfschool.com,https://www.kisurfschool.com,-1.4415133999999998,43.6520094,Oui,"
",Surf # Arts martiaux,,,,28/03/2020|01/11/2020||||| # 28/03/2020|01/11/2020|||||,"Tarif de base|35,00|35,00|Cours collectif (2h) # Tarif réduit|70,00|70,00|Cours part 1 personne # Tarif de groupe|100,00|100,00|Cours part 2 personnes # Tarif de base|235,00|235,00|Stage 5 jours surf et taichi # Tarif de base|30,00|32,00|Formule surf camp ",,,,
ASCAQU040FS000J5,07/01/2020,Activité sportive,Kite - Particulier,,,Port de l'Estey,,40460,SANGUINET,40287,,+33 6 75 25 97 89,kiteparticulier@gmail.com,http://www.kite-particulier.com/,-1.1029378,44.4812176,Oui,"
",Voile # Kite-surf,,,,04/04/2020|27/09/2020|||||,"Tarif de base|150,00||",,,Bar # Restauration,
ASCAQU033FS0019K,03/01/2020,Activité sportive,Kite Surf Club Lacanau,,,24 allée du Club,La Grande Escoure,33680,LACANAU,33214,,+33 6 85 15 04 54,ecolekcl@gmail.com,https://kitesurfclublacanau.jimdo.com/,-1.1413538,44.967516499999995,Oui,"
",Kite-surf,,,,01/04/2020|30/10/2020|||||,"Tarif de base|40,00||Tractée de 15 mn",,,,
ASCAQU033FS000T0,20/01/2020,Activité sportive,Kite Zone School,,,14 rue de Buffon,Lieu-dit Lachanau,33990,HOURTIN,33203,,+33 6 37 58 48 07,contact@kitezone-school.com,http://www.kitezone-school.com,-1.0681629,45.1682868,Oui,"
",Kite-surf,,,,01/07/2020|31/08/2020|||14:00|19:00|,"Tarif de base|70,00||Stage Kite Individuel 1 élève par moniteur : 1h",,,,
ASCAQU033V503B99,03/01/2020,Activité sportive,Kite-Particulier,,,,,33260,LA TESTE-DE-BUCH,33529,,+33 6 75 25 97 89,kiteparticulier@gmail.com,http://www.kite-particulier.com,-1.153445,44.5375439,Oui,"
",Kite-surf # Kite-surf # Kite-surf,,,Ecole Française de Kite,01/04/2020|30/09/2020|||||,,,,,
ASCAQU040FS000TQ,03/01/2020,Activité sportive,Kiwi surf,Rond point Nord,En haut de la dune ,rue des échassiers,,40600,BISCARROSSE,40046,+33 5 58 07 14 58,+33 6 84 35 90 99,kiwisurf@live.fr,http://www.kiwisurfbiscarrosse.com,-1.2553756999999999,44.449237700000005,Oui,"
",Surf # Surf,,,Ecole Française de Surf # Qualité Tourisme,01/04/2020|10/11/2020|||||,,,,,
ASCAQU033V50PGGM,29/01/2020,Activité sportive,La Cabane à Gliss' ,,,Avenue du Port,Claouey,33950,LEGE-CAP-FERRET,33236,,+33 6 66 84 23 35,lacabaneagliss@orange.fr,,-1.1778423999999998,44.7451157,Oui,"
",Kayak de mer # Stand-up-paddle-board,,,,18/04/2020|31/10/2020|||||,,,,,
ASCAQU040V50B7OZ,03/01/2020,Activité sportive,La Caze Nautique ASX,,,4 avenue de l'Océan,,33930,VENDAYS-MONTALIVET,33540,,+33 6 24 34 10 27,asx33montalivet@gmail.com,http://adventuresportxtrem.com,-1.1578507,45.3781459,Oui,"
",Surf # Canoé kayak # Ski nautique # Voile # Bouées tractées # Stand-up-paddle-board # Wake board,,,,01/04/2020|30/09/2020|||||,"Tarif de base|30,00||Stand Up Paddle - initiation excursion océan : 1h # Tarif de base|40,00||Stand Up Paddle - initiation excursion marais - lac : 2h # Tarif de base|60,00||Stand Up Paddle - initiation marais / lac / rivière : 1/2 journée",,,,
LOIAQU064FS00058,22/01/2020,Plage surveillée,La Grande Plage,,,Boulevard du Général de Gaulle,,64200,BIARRITZ,64122,+33 5 59 41 59 41 # +33 8 05 20 00 64,,,http://www.biarritz.fr,-1.558684,43.4840283,,"
",,,,,01/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|Gratuit",Visite libre,,,
ASCAQU040FS000SC,04/03/2019,Activité sportive,La Pêche en bord de mer,,,,,40600,BISCARROSSE,40046,,+33 6 03 61 39 21,sccbiscarrosse@gmail.com,https://sites.google.com/site/surfcastingclubbiscarrosse/,-1.2570118000000001,44.4443357,Oui,"
",Pêche en mer,,,,,,,,,
LOIAQU047FS000B3,21/01/2020,Plage surveillée,La Plage de Coussan,,,,Coussan,47200,MARMANDE,47157,+33 5 53 64 44 44,,,http://www.valdegaronne.com,0.16124926,44.4840632,Oui,"
",,,,,,,,,Aire de pique-nique,Espace jeux
LOIAQU033FS000BN,03/01/2020,Aire de pique-nique # Plage surveillée,La Plage des Bardoulets,,,,Les Bardoulets,33220,PORT-SAINTE-FOY-ET-PONCHAPT,24335,+33 5 57 46 03 00,,tourisme@paysfoyen.fr,http://www.tourisme-dordogne-paysfoyen.com,0.21371841,44.8432118,Oui,"
",,,,,,,,,Aire de pique-nique,Espace jeux
LOIAQU033FS000CU,06/01/2020,Base de loisirs # Lac/Site de pêche # Plage surveillée,La Plaine des Dagueys,,,Les Dagueys,,33500,LIBOURNE,33243,+33 5 57 51 15 04,,contact@tourisme-libournais.com,http://www.tourisme-libournais.com,-0.235056,44.946177,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,Aire de pique-nique # Restauration,Espace jeux
ASCAQU04001WV7KU,03/01/2020,Activité sportive,La Vigie Maison du Surf,,,Boulevard des Sables,Résidence les Balcons de l'Océan,40600,BISCARROSSE,40046,+33 5 58 78 37 79,+33 6 08 95 03 80,lavigie-surf40@wanadoo.fr,http://www.la-vigie-biscarrosse.com,-1.2522751,44.448272700000004,Oui,"
",Surf # Bodyboard,,,Ecole Française de Surf # Qualité Tourisme,01/01/2020|31/12/2020|||||,,,,,
LOIAQU047FS0004I,21/01/2020,Lac/Site de pêche # Mini-golf # Plage surveillée # Terrain(s) de tennis,Lac de Damazan,,,Route de Buzet,,47160,DAMAZAN,47078,+33 5 53 79 40 15,,mairie.damazan@orange.fr,http://www.ville-damazan.fr,0.27505517,44.2817485,Oui,"
",,,,,,Gratuit|||Accès au site et baignade,,,Aire de pique-nique # Bar # Restauration,Boutique # Espace jeux # Wifi
LOIAQU024FS0004S,03/01/2020,Base de loisirs # Jeux pour enfants # Lac/Site de pêche # Plage surveillée,Lac de Gurson,,Plan d'eau de Gurson,,,24610,VILLEFRANCHE-DE-LONCHAT,24584,+33 5 53 82 53 15 # +33 5 53 06 82 70,,cg24.sites.loisirs.baignade@dordogne.fr,https://www.dordogne.fr/servir_les_citoyens/culture_&_sport/le_sport_pour_tous/les_sites_sportifs_et_de_pleine_nature/631-4,0.07415704,44.93917879999999,Oui,"
",,,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,,01/01/2020|31/12/2020|||||,,,,Aire de pique-nique # Restauration,Espace jeux
LOIAQU047FS0003W,21/01/2020,Aire de pique-nique # Base de loisirs # Jeux pour enfants # Lac/Site de pêche # Parcours de santé # Plage surveillée,Lac de Lougratte,,,Route du Lac,,47290,LOUGRATTE,47152,+33 5 53 01 70 05 # +33 5 53 01 64 95,,mairie.lougratte@wanadoo.fr,http://www.lougratte.com,0.61950444,44.5797236,Oui,"
",,,,Pavillon bleu,01/01/2020|31/12/2020|||||,"Tarif de base|2,70|2,70|Entrée adulte # Tarif réduit|1,70|1,70|Entrée enfant # Tarif de base|22,00|22,00|Carte 10 entrées adultes # Tarif réduit|12,00|12,00|Carte 10 entrées enfant",,,Accessible en poussette # Aire de pique-nique # Bar # Restauration,Espace jeux # Wifi
LOIAQU024FS00066,03/01/2020,Base de loisirs # Plage surveillée,Lac de Neufont,,,,,24380,SAINT-AMAND-DE-VERGT,24365,+33 5 53 54 93 90,,info@loisirs-neufont.com,https://neufont.com/,0.6918168,45.0098863,Oui,"
",,,,,,Gratuit|||accès au lac # Tarif de base|||pédalo - 2 personnes (30 minutes) # Tarif de base|||Pédalo - 2 personnes (1 heure) # Tarif de base|||Pédalo - 4 personnes (30 minutes) # Tarif de base|||Pédalo - 4 personnes (1 heure) # Tarif de base|||Paddle (30 minutes) # Tarif de base|||Paddle (1 heure) # Tarif de base|||Pêche à la journée # Tarif de base|||Pêche à la demi-journée # Tarif de base|||Carte de pêche annuelle (adulte) # Tarif de base|||Carte de pêche annuelle (jusqu'à 12 ans),,,Aire de pique-nique # Restauration,Espace jeux
LOIAQU024V505YMQ,03/01/2020,Base de loisirs # Jeux pour enfants # Lac/Site de pêche # Plage surveillée,Lac de Pombonne,,,Route de Podestat,,24100,BERGERAC,24037,+33 5 53 74 66 92,,maire@mairie-bergerac.fr,http://www.bergerac.fr,0.49421623,44.8704374,Oui,"
",,,,,,,,,Restauration,
ASCAQU033FS0004S,03/01/2020,Activité sportive,Lacanau Surf Club,,Maison de la Glisse,Boulevard de la Plage,,33680,LACANAU,33214,+33 5 56 26 38 84,,contact@lacanausurfclub.com,http://lacanausurfclub.com/ecoledesurf/,-1.2008221000000001,45.0056347,Oui,"
",Surf,,,Ecole Française de Surf # Famille Plus # Handi Surf,01/04/2020|30/06/2020|09:00|12:30|14:00|18:00| # 01/07/2020|31/08/2020|09:00|||19:00| # 01/09/2020|30/09/2020|09:00|12:30|14:00|18:00| # 01/11/2020|31/12/2020|09:30|12:00|14:00|17:00|Jeudi - Lundi - Mardi - Vendredi,"Tarif de base|33,00||Cours jardin des vagues (1x 1h30) # Tarif de base|159,00||Cours particulier (2 pers max) = 2h # Tarif de base|85,00||Cours particulier (2 pers max) = 1h # Tarif de base|34,00||Cours kids (1x2h) # Tarif de base|35,00||Cours ado/adulte (1x2h)",,,,
ASCAQU064FS000IV,03/01/2020,Activité sportive,Lagoondy Ecole de Surf ,,Villa Goiz Arin,7 rue de l'Etape,,64210,BIDART,64125,+33 5 59 24 62 86,+33 6 09 74 25 19,lagoondy.surfcamp@wanadoo.fr,http://www.lagoondy.com,-1.5824388999999999,43.4545233,Oui,"
",Surf # Surf # Surf # Surf # Stand-up-paddle-board,,,Handi Surf,,Tarif de base|||Cours collectifs (1h30) # Tarif de base|||Mini stage (3 x 1h30) # Tarif de base|||Stage intensif (5 x 1h30) # Tarif de base|||Cours particuliers (1h) # Tarif réduit|||Cours enfants de 5 à 9ans,,,,
ASCAQU064FS0005F,08/01/2020,Activité sportive,Lagoondy Surf Camp,,,,BP 05,64201,BIARRITZ,64122,+33 5 59 24 62 86,+33 6 09 74 25 19,Lagoondy.surfcamp@wanadoo.fr,https://www.lagoondy.com,-1.5676975,43.475906099999996,Oui,"
",Surf # Surf # Surf # Surf # Bodyboard # Bodyboard # Bodyboard # Bodyboard,,,Ecole Française de Surf # Handi Surf,01/04/2020|31/10/2020|||||,"Tarif de base|635,00|635,00|Stage de surf (une semaine).",,,,
ASCAQU033FS000K8,17/01/2020,Activité sportive,L'Andade - Ecole de Surf du Bassin,,,,,33740,ARES,33011,+33 5 56 60 08 93,+33 6 32 33 90 49,romaingoubet@orange.fr,https://www.ecoledesurfdubassin.com/,-1.139335,44.765102,,"
",Surf,,,Famille Plus,02/01/2020|31/12/2020|||||,,,,,
ASCAQU033V50CZ8K,22/01/2020,Activité sportive,L'Andade - Ecole de Surf du Bassin ,,,Plage Nord du Grand Crohot,Lège Océan,33950,LEGE-CAP-FERRET,33236,,+33 6 32 33 90 49,romaingoubet@orange.fr,http://www.ecoledesurfdubassin.com,-1.2333011,44.7972158,Oui,"
",Surf,,,,01/04/2020|31/10/2020|||||,"Tarif de base|10,00|15,00|1/2 journée",,,,
ASCAQU040V50NDI7,18/01/2020,Activité sportive,Landpaddle Rollsweet,,,Point de RV : Office de tourisme de Messanges ,,40660,MESSANGES,40181,,+33 6 84 55 79 77,rollsweet.landpaddle@gmail.com,,-1.3784174999999999,43.8147527,Oui,"
",Stand-up-paddle-board # Roller / skate,,,,01/06/2020|30/09/2020|||||,Tarif de base|||2h de balade d'initiation,,,,
LOIAQU024FS0003E,03/01/2020,Aire de pique-nique # Plage surveillée,Le Buisson-Alles,,,,,24480,LE BUISSON-DE-CADOUIN,24068,+33 5 53 22 06 09,,,,0.9045719999999999,44.844188,,"
",,,,,,,,,,
ASCAQU064V56K5SP,03/01/2020,Activité sportive,Le Corsaire Basque,,Port d'attache du Poyel,Fontarrabie,,64500,SAINT-JEAN-DE-LUZ,64483,,+33 6 45 07 35 53,piloulatrim@icloud.com,,-1.6650371,43.3873182,Oui,"
",Voile # Voile # Pêche en mer,,,,,Tarif de base|||Demi-journée,,,,
ASCAQU033V503ONI,03/01/2020,Activité sportive,Le Côte d'Argent,,,Petit Port d'Arcachon,,33120,ARCACHON,33009,,+33 6 40 33 03 30,contact@lecotedargent.com,http://www.lecotedargent.com,-1.1637197,44.66410689999999,Oui,"
",Motonautisme (bateau à moteur) # Catamaran,,,,22/02/2020|31/12/2020|||||,Tarif de base|||Grand Tour du Bassin 3h (juillet et août) - Tarif Adulte # Tarif réduit|||Grand tour de l'Ile aux oiseaux 2h (hors juillet-août) - Tarif Adulte # Tarif de base|||La Tchanquée 1h15 - Tarif adulte # Tarif de groupe|||Grand Tour de l'Ile aux oiseaux 2h - Tarif adulte jusqu'à 100 personnes,,,Bar,Wifi
